target_angular,actual_angular,target_velocity,actual_velocity,time
-1.56787,-1.48246,-1.03742,-1.83776,1.16
-1.5689,-1.48246,-1.02187,-1.83776,1.161
-1.56992,-1.5129,-1.00636,-1.56405,1.162
-1.57092,-1.51446,-0.990895,-1.55303,1.163
-1.5719,-1.51446,-0.975473,-1.55303,1.164
-1.57287,-1.51446,-0.960097,-1.55303,1.165
-1.57382,-1.51446,-0.944766,-1.55303,1.166
-1.57476,-1.51446,-0.929482,-1.55303,1.167
-1.57568,-1.51446,-0.914245,-1.55303,1.168
-1.57658,-1.51446,-0.899055,-1.55303,1.169
-1.57748,-1.51446,-0.883914,-1.55303,1.17
-1.57835,-1.51446,-0.868821,-1.55303,1.171
-1.57921,-1.51446,-0.853777,-1.55303,1.172
-1.58006,-1.51446,-0.838782,-1.55303,1.173
-1.58089,-1.51446,-0.823838,-1.55303,1.174
-1.58171,-1.51446,-0.808944,-1.55303,1.175
-1.58251,-1.51446,-0.794101,-1.55303,1.176
-1.5833,-1.51446,-0.77931,-1.55303,1.177
-1.58407,-1.51446,-0.764571,-1.55303,1.178
-1.58483,-1.51446,-0.749884,-1.55303,1.179
-1.58557,-1.53972,-0.735249,-1.27817,1.18
-1.5863,-1.54098,-0.720668,-1.26596,1.181
-1.58701,-1.54098,-0.70614,-1.26596,1.182
-1.58771,-1.54098,-0.691666,-1.26596,1.183
-1.58839,-1.54098,-0.677246,-1.26596,1.184
-1.58906,-1.54098,-0.66288,-1.26596,1.185
-1.58972,-1.54098,-0.64857,-1.26596,1.186
-1.59036,-1.54098,-0.634314,-1.26596,1.187
-1.59099,-1.54098,-0.620114,-1.26596,1.188
-1.5916,-1.54098,-0.605969,-1.26596,1.189
-1.5922,-1.54098,-0.59188,-1.26596,1.19
-1.59278,-1.54098,-0.577848,-1.26596,1.191
-1.59335,-1.54098,-0.563872,-1.26596,1.192
-1.59391,-1.54098,-0.549953,-1.26596,1.193
-1.59445,-1.54098,-0.53609,-1.26596,1.194
-1.59498,-1.54098,-0.522285,-1.26596,1.195
-1.5955,-1.54098,-0.508537,-1.26596,1.196
-1.596,-1.54098,-0.494846,-1.26596,1.197
-1.59649,-1.56105,-0.481213,-0.982353,1.198
-1.59696,-1.56201,-0.467638,-0.968319,1.199
-1.59742,-1.56201,-0.454121,-0.968319,1.2
-1.59787,-1.56201,-0.440663,-0.968319,1.201
-1.59831,-1.56201,-0.427262,-0.968319,1.202
-1.59873,-1.56201,-0.41392,-0.968319,1.203
-1.59913,-1.56201,-0.400636,-0.968319,1.204
-1.59953,-1.56201,-0.387411,-0.968319,1.205
-1.59991,-1.56201,-0.374245,-0.968319,1.206
-1.60028,-1.56201,-0.361138,-0.968319,1.207
-1.60063,-1.56201,-0.348089,-0.968319,1.208
-1.60097,-1.56201,-0.3351,-0.968319,1.209
-1.6013,-1.56201,-0.32217,-0.968319,1.21
-1.60162,-1.56201,-0.309299,-0.968319,1.211
-1.60192,-1.56201,-0.296487,-0.968319,1.212
-1.60221,-1.56201,-0.283734,-0.968319,1.213
-1.60249,-1.56201,-0.27104,-0.968319,1.214
-1.60275,-1.56201,-0.258406,-0.968319,1.215
-1.603,-1.57734,-0.245831,-0.75244,1.216
-1.60324,-1.57734,-0.233316,-0.75244,1.217
-1.60347,-1.57808,-0.22086,-0.740696,1.218
-1.60368,-1.57808,-0.208463,-0.740696,1.219
-1.60389,-1.57808,-0.196125,-0.740696,1.22
-1.60408,-1.57808,-0.183847,-0.740696,1.221
-1.60425,-1.57808,-0.171628,-0.740696,1.222
-1.60442,-1.57808,-0.159469,-0.740696,1.223
-1.60457,-1.57808,-0.147368,-0.740696,1.224
-1.60472,-1.57808,-0.135327,-0.740696,1.225
-1.60484,-1.57808,-0.123345,-0.740696,1.226
-1.60496,-1.57808,-0.111422,-0.740696,1.227
-1.60507,-1.57808,-0.0995584,-0.740696,1.228
-1.60516,-1.57808,-0.0877535,-0.740696,1.229
-1.60524,-1.57808,-0.0760076,-0.740696,1.23
-1.60531,-1.57808,-0.0643205,-0.740696,1.231
-1.60537,-1.57808,-0.0526922,-0.740696,1.232
-1.60542,-1.57808,-0.0411226,-0.740696,1.233
-1.60545,-1.57808,-0.0296116,-0.740696,1.234
-1.60548,-1.58955,-0.0181591,-0.539739,1.235
-1.60549,-1.59007,-0.00676508,-0.526689,1.236
-1.60549,-1.59007,0.00457066,-0.526689,1.237
-1.60548,-1.59007,0.0158482,-0.526689,1.238
-1.60546,-1.59007,0.0270676,-0.526689,1.239
-1.60543,-1.59007,0.0382291,-0.526689,1.24
-1.60538,-1.59007,0.0493326,-0.526689,1.241
-1.60533,-1.59007,0.0603784,-0.526689,1.242
-1.60526,-1.59007,0.0713666,-0.526689,1.243
-1.60519,-1.59007,0.0822973,-0.526689,1.244
-1.6051,-1.59007,0.0931706,-0.526689,1.245
-1.605,-1.59007,0.103987,-0.526689,1.246
-1.60489,-1.59007,0.114746,-0.526689,1.247
-1.60477,-1.59007,0.125448,-0.526689,1.248
-1.60464,-1.59007,0.136093,-0.526689,1.249
-1.6045,-1.59007,0.146682,-0.526689,1.25
-1.60435,-1.59007,0.157214,-0.526689,1.251
-1.60418,-1.59007,0.167689,-0.526689,1.252
-1.60401,-1.59007,0.178109,-0.526689,1.253
-1.60383,-1.59787,0.188472,-0.290672,1.254
-1.60363,-1.59787,0.19878,-0.290672,1.255
-1.60343,-1.59787,0.209032,-0.290672,1.256
-1.60322,-1.59787,0.219229,-0.290672,1.257
-1.60299,-1.59787,0.22937,-0.290672,1.258
-1.60276,-1.59787,0.239455,-0.290672,1.259
-1.60251,-1.59787,0.249486,-0.290672,1.26
-1.60226,-1.59787,0.259462,-0.290672,1.261
-1.60199,-1.59787,0.269384,-0.290672,1.262
-1.60172,-1.59787,0.279251,-0.290672,1.263
-1.60143,-1.59787,0.289063,-0.290672,1.264
-1.60114,-1.59787,0.298822,-0.290672,1.265
-1.60084,-1.59787,0.308526,-0.290672,1.266
-1.60052,-1.59787,0.318177,-0.290672,1.267
-1.6002,-1.59787,0.327775,-0.290672,1.268
-1.59987,-1.59787,0.337318,-0.290672,1.269
-1.59953,-1.59787,0.346809,-0.290672,1.27
-1.59917,-1.59787,0.356247,-0.290672,1.271
-1.59881,-1.60123,0.365632,-0.078165,1.272
-1.59844,-1.60129,0.374965,-0.0613996,1.273
-1.59806,-1.60129,0.384245,-0.0613996,1.274
-1.59767,-1.60129,0.393473,-0.0613996,1.275
-1.59728,-1.60129,0.402649,-0.0613996,1.276
-1.59687,-1.60129,0.411773,-0.0613996,1.277
-1.59645,-1.60129,0.420846,-0.0613996,1.278
-1.59603,-1.60129,0.429867,-0.0613996,1.279
-1.59559,-1.60129,0.438837,-0.0613996,1.28
-1.59515,-1.60129,0.447756,-0.0613996,1.281
-1.5947,-1.60129,0.456625,-0.0613996,1.282
-1.59424,-1.60129,0.465443,-0.0613996,1.283
-1.59377,-1.60129,0.474211,-0.0613996,1.284
-1.59329,-1.60129,0.482928,-0.0613996,1.285
-1.5928,-1.60129,0.491596,-0.0613996,1.286
-1.59231,-1.60129,0.500214,-0.0613996,1.287
-1.5918,-1.60129,0.508782,-0.0613996,1.288
-1.59129,-1.60129,0.517301,-0.0613996,1.289
-1.59077,-1.60086,0.525771,0.121933,1.29
-1.59024,-1.60086,0.534192,0.121933,1.291
-1.5897,-1.60086,0.542565,0.121933,1.292
-1.58915,-1.60086,0.550889,0.121933,1.293
-1.5886,-1.60086,0.559165,0.121933,1.294
-1.58803,-1.60086,0.567393,0.121933,1.295
-1.58746,-1.60086,0.575573,0.121933,1.296
-1.58688,-1.60086,0.583706,0.121933,1.297
-1.58629,-1.60086,0.591791,0.121933,1.298
-1.5857,-1.60086,0.599829,0.121933,1.299
-1.58509,-1.60086,0.607821,0.121933,1.3
-1.58448,-1.60086,0.615765,0.121933,1.301
-1.58386,-1.60086,0.623663,0.121933,1.302
-1.58324,-1.60086,0.631515,0.121933,1.303
-1.5826,-1.60086,0.639321,0.121933,1.304
-1.58196,-1.60086,0.64708,0.121933,1.305
-1.58131,-1.60086,0.654794,0.121933,1.306
-1.58065,-1.60086,0.662463,0.121933,1.307
-1.57998,-1.59724,0.670087,0.299981,1.308
-1.57931,-1.59692,0.677665,0.317314,1.309
-1.57863,-1.59692,0.685199,0.317314,1.31
-1.57794,-1.59692,0.692688,0.317314,1.311
-1.57724,-1.59692,0.700133,0.317314,1.312
-1.57654,-1.59692,0.707533,0.317314,1.313
-1.57583,-1.59692,0.71489,0.317314,1.314
-1.57511,-1.59692,0.722203,0.317314,1.315
-1.57438,-1.59692,0.729473,0.317314,1.316
-1.57365,-1.59692,0.736699,0.317314,1.317
-1.57291,-1.59692,0.743882,0.317314,1.318
-1.57216,-1.59692,0.751022,0.317314,1.319
-1.57141,-1.59692,0.758119,0.317314,1.32
-1.57064,-1.59692,0.765174,0.317314,1.321
-1.56988,-1.59692,0.772187,0.317314,1.322
-1.5691,-1.59692,0.779158,0.317314,1.323
-1.56832,-1.59692,0.786087,0.317314,1.324
-1.56753,-1.59692,0.792974,0.317314,1.325
-1.56673,-1.59692,0.79982,0.317314,1.326
-1.56593,-1.59692,0.806625,0.317314,1.327
-1.56512,-1.59037,0.813388,0.44836,1.328
-1.5643,-1.58991,0.820111,0.466771,1.329
-1.56348,-1.58991,0.826793,0.466771,1.33
-1.56265,-1.58991,0.833435,0.466771,1.331
-1.56181,-1.58991,0.840037,0.466771,1.332
-1.56097,-1.58991,0.846598,0.466771,1.333
-1.56012,-1.58991,0.85312,0.466771,1.334
-1.55926,-1.58991,0.859602,0.466771,1.335
-1.5584,-1.58991,0.866045,0.466771,1.336
-1.55753,-1.58991,0.872449,0.466771,1.337
-1.55665,-1.58991,0.878814,0.466771,1.338
-1.55577,-1.58991,0.885139,0.466771,1.339
-1.55488,-1.58991,0.891427,0.466771,1.34
-1.55399,-1.58991,0.897676,0.466771,1.341
-1.55309,-1.58991,0.903886,0.466771,1.342
-1.55218,-1.58991,0.910059,0.466771,1.343
-1.55127,-1.58991,0.916194,0.466771,1.344
-1.55035,-1.58991,0.922291,0.466771,1.345
-1.54942,-1.57969,0.928351,0.676935,1.346
-1.54849,-1.57899,0.934373,0.696332,1.347
-1.54755,-1.57899,0.940359,0.696332,1.348
-1.54661,-1.57899,0.946308,0.696332,1.349
-1.54566,-1.57899,0.95222,0.696332,1.35
-1.54471,-1.57899,0.958095,0.696332,1.351
-1.54375,-1.57899,0.963935,0.696332,1.352
-1.54278,-1.57899,0.969738,0.696332,1.353
-1.54181,-1.57899,0.975505,0.696332,1.354
-1.54083,-1.57899,0.981237,0.696332,1.355
-1.53984,-1.57899,0.986933,0.696332,1.356
-1.53885,-1.57899,0.992593,0.696332,1.357
-1.53786,-1.57899,0.998219,0.696332,1.358
-1.53686,-1.57899,1.00381,0.696332,1.359
-1.53585,-1.57899,1.00937,0.696332,1.36
-1.53484,-1.57899,1.01489,0.696332,1.361
-1.53382,-1.57899,1.02037,0.696332,1.362
-1.5328,-1.57899,1.02583,0.696332,1.363
-1.53177,-1.57899,1.03124,0.696332,1.364
-1.53074,-1.57899,1.03663,0.696332,1.365
-1.5297,-1.56638,1.04198,0.72785,1.366
-1.52865,-1.56564,1.0473,0.740899,1.367
-1.5276,-1.56564,1.05258,0.740899,1.368
-1.52655,-1.56564,1.05783,0.740899,1.369
-1.52549,-1.56564,1.06305,0.740899,1.37
-1.52442,-1.56564,1.06823,0.740899,1.371
-1.52335,-1.56564,1.07338,0.740899,1.372
-1.52227,-1.56564,1.0785,0.740899,1.373
-1.52119,-1.56564,1.08359,0.740899,1.374
-1.52011,-1.56564,1.08864,0.740899,1.375
-1.51902,-1.56564,1.09367,0.740899,1.376
-1.51792,-1.56564,1.09866,0.740899,1.377
-1.51682,-1.56564,1.10362,0.740899,1.378
-1.51571,-1.56564,1.10854,0.740899,1.379
-1.5146,-1.56564,1.11344,0.740899,1.38
-1.51348,-1.56564,1.11831,0.740899,1.381
-1.51236,-1.56564,1.12314,0.740899,1.382
-1.51124,-1.55024,1.12794,0.917825,1.383
-1.51011,-1.55024,1.13272,0.917825,1.384
-1.50897,-1.55024,1.13746,0.917825,1.385
-1.50783,-1.55024,1.14217,0.917825,1.386
-1.50669,-1.55024,1.14685,0.917825,1.387
-1.50554,-1.55024,1.1515,0.917825,1.388
-1.50439,-1.55024,1.15612,0.917825,1.389
-1.50323,-1.55024,1.16071,0.917825,1.39
-1.50206,-1.55024,1.16528,0.917825,1.391
-1.5009,-1.55024,1.16981,0.917825,1.392
-1.49972,-1.55024,1.17431,0.917825,1.393
-1.49855,-1.55024,1.17879,0.917825,1.394
-1.49737,-1.55024,1.18323,0.917825,1.395
-1.49618,-1.55024,1.18765,0.917825,1.396
-1.49499,-1.55024,1.19203,0.917825,1.397
-1.4938,-1.55024,1.19639,0.917825,1.398
-1.4926,-1.55024,1.20072,0.917825,1.399
-1.4914,-1.53309,1.20502,0.982163,1.4
-1.49019,-1.53209,1.2093,0.992892,1.401
-1.48898,-1.53209,1.21354,0.992892,1.402
-1.48776,-1.53209,1.21776,0.992892,1.403
-1.48654,-1.53209,1.22195,0.992892,1.404
-1.48532,-1.53209,1.22611,0.992892,1.405
-1.48409,-1.53209,1.23025,0.992892,1.406
-1.48286,-1.53209,1.23436,0.992892,1.407
-1.48162,-1.53209,1.23844,0.992892,1.408
-1.48038,-1.53209,1.24249,0.992892,1.409
-1.47914,-1.53209,1.24652,0.992892,1.41
-1.47789,-1.53209,1.25052,0.992892,1.411
-1.47664,-1.53209,1.25449,0.992892,1.412
-1.47538,-1.53209,1.25844,0.992892,1.413
-1.47412,-1.53209,1.26236,0.992892,1.414
-1.47285,-1.53209,1.26625,0.992892,1.415
-1.47159,-1.53209,1.27012,0.992892,1.416
-1.47031,-1.53209,1.27397,0.992892,1.417
-1.46904,-1.53209,1.27778,0.992892,1.418
-1.46776,-1.51516,1.28157,0.958675,1.419
-1.46647,-1.51419,1.28534,0.973138,1.42
-1.46519,-1.51419,1.28908,0.973138,1.421
-1.4639,-1.51419,1.29279,0.973138,1.422
-1.4626,-1.51419,1.29648,0.973138,1.423
-1.4613,-1.51419,1.30015,0.973138,1.424
-1.46,-1.51419,1.30379,0.973138,1.425
-1.4587,-1.51419,1.3074,0.973138,1.426
-1.45739,-1.51419,1.31099,0.973138,1.427
-1.45607,-1.51419,1.31456,0.973138,1.428
-1.45476,-1.51419,1.3181,0.973138,1.429
-1.45344,-1.51419,1.32161,0.973138,1.43
-1.45211,-1.51419,1.32511,0.973138,1.431
-1.45079,-1.51419,1.32857,0.973138,1.432
-1.44946,-1.51419,1.33202,0.973138,1.433
-1.44812,-1.51419,1.33544,0.973138,1.434
-1.44679,-1.51419,1.33884,0.973138,1.435
-1.44545,-1.51419,1.34221,0.973138,1.436
-1.4441,-1.51419,1.34556,0.973138,1.437
-1.44276,-1.49476,1.34888,1.23237,1.438
-1.4414,-1.49349,1.35219,1.26179,1.439
-1.44005,-1.49349,1.35547,1.26179,1.44
-1.43869,-1.49349,1.35872,1.26179,1.441
-1.43733,-1.49349,1.36196,1.26179,1.442
-1.43597,-1.49349,1.36517,1.26179,1.443
-1.4346,-1.49349,1.36836,1.26179,1.444
-1.43323,-1.49349,1.37152,1.26179,1.445
-1.43186,-1.49349,1.37466,1.26179,1.446
-1.43048,-1.49349,1.37779,1.26179,1.447
-1.4291,-1.49349,1.38088,1.26179,1.448
-1.42772,-1.49349,1.38396,1.26179,1.449
-1.42634,-1.49349,1.38701,1.26179,1.45
-1.42495,-1.49349,1.39005,1.26179,1.451
-1.42356,-1.49349,1.39306,1.26179,1.452
-1.42216,-1.49349,1.39604,1.26179,1.453
-1.42076,-1.49349,1.39901,1.26179,1.454
-1.41936,-1.49349,1.40196,1.26179,1.455
-1.41796,-1.49349,1.40488,1.26179,1.456
-1.41655,-1.47282,1.40778,1.10462,1.457
-1.41514,-1.47171,1.41066,1.10909,1.458
-1.41373,-1.47171,1.41352,1.10909,1.459
-1.41232,-1.47171,1.41636,1.10909,1.46
-1.4109,-1.47171,1.41918,1.10909,1.461
-1.40948,-1.47171,1.42197,1.10909,1.462
-1.40806,-1.47171,1.42475,1.10909,1.463
-1.40663,-1.47171,1.4275,1.10909,1.464
-1.4052,-1.47171,1.43024,1.10909,1.465
-1.40377,-1.47171,1.43295,1.10909,1.466
-1.40234,-1.47171,1.43565,1.10909,1.467
-1.4009,-1.47171,1.43832,1.10909,1.468
-1.39946,-1.47171,1.44097,1.10909,1.469
-1.39802,-1.47171,1.44361,1.10909,1.47
-1.39657,-1.47171,1.44622,1.10909,1.471
-1.39512,-1.47171,1.44881,1.10909,1.472
-1.39367,-1.47171,1.45138,1.10909,1.473
-1.39222,-1.47171,1.45394,1.10909,1.474
-1.39077,-1.47171,1.45647,1.10909,1.475
-1.38931,-1.44917,1.45898,1.45861,1.476
-1.38785,-1.44767,1.46148,1.49671,1.477
-1.38639,-1.44767,1.46395,1.49671,1.478
-1.38492,-1.44767,1.46641,1.49671,1.479
-1.38345,-1.44767,1.46884,1.49671,1.48
-1.38198,-1.44767,1.47126,1.49671,1.481
-1.38051,-1.44767,1.47366,1.49671,1.482
-1.37903,-1.44767,1.47604,1.49671,1.483
-1.37756,-1.44767,1.4784,1.49671,1.484
-1.37608,-1.44767,1.48074,1.49671,1.485
-1.3746,-1.44767,1.48306,1.49671,1.486
-1.37311,-1.44767,1.48536,1.49671,1.487
-1.37163,-1.44767,1.48765,1.49671,1.488
-1.37014,-1.44767,1.48991,1.49671,1.489
-1.36865,-1.44767,1.49216,1.49671,1.49
-1.36715,-1.44767,1.49439,1.49671,1.491
-1.36566,-1.44767,1.4966,1.49671,1.492
-1.36416,-1.44767,1.49879,1.49671,1.493
-1.36266,-1.42174,1.50097,1.32599,1.494
-1.36116,-1.42041,1.50312,1.32817,1.495
-1.35965,-1.42041,1.50526,1.32817,1.496
-1.35815,-1.42041,1.50738,1.32817,1.497
-1.35664,-1.42041,1.50948,1.32817,1.498
-1.35513,-1.42041,1.51157,1.32817,1.499
-1.35362,-1.42041,1.51363,1.32817,1.5
-1.3521,-1.42041,1.51568,1.32817,1.501
-1.35058,-1.42041,1.51771,1.32817,1.502
-1.34907,-1.42041,1.51973,1.32817,1.503
-1.34754,-1.42041,1.52172,1.32817,1.504
-1.34602,-1.42041,1.5237,1.32817,1.505
-1.3445,-1.42041,1.52566,1.32817,1.506
-1.34297,-1.42041,1.52761,1.32817,1.507
-1.34144,-1.42041,1.52953,1.32817,1.508
-1.33991,-1.42041,1.53144,1.32817,1.509
-1.33838,-1.42041,1.53334,1.32817,1.51
-1.33684,-1.39683,1.53521,1.36032,1.511
-1.33531,-1.39545,1.53707,1.37945,1.512
-1.33377,-1.39545,1.53891,1.37945,1.513
-1.33223,-1.39545,1.54074,1.37945,1.514
-1.33069,-1.39545,1.54255,1.37945,1.515
-1.32915,-1.39545,1.54434,1.37945,1.516
-1.3276,-1.39545,1.54611,1.37945,1.517
-1.32605,-1.39545,1.54787,1.37945,1.518
-1.3245,-1.39545,1.54962,1.37945,1.519
-1.32295,-1.39545,1.55134,1.37945,1.52
-1.3214,-1.39545,1.55305,1.37945,1.521
-1.31985,-1.39545,1.55474,1.37945,1.522
-1.31829,-1.39545,1.55642,1.37945,1.523
-1.31674,-1.39545,1.55808,1.37945,1.524
-1.31518,-1.39545,1.55973,1.37945,1.525
-1.31362,-1.39545,1.56135,1.37945,1.526
-1.31205,-1.39545,1.56297,1.37945,1.527
-1.31049,-1.39545,1.56456,1.37945,1.528
-1.30892,-1.36874,1.56614,1.50852,1.529
-1.30736,-1.36874,1.56771,1.50852,1.53
-1.30579,-1.36874,1.56926,1.50852,1.531
-1.30422,-1.36874,1.57079,1.50852,1.532
-1.30265,-1.36874,1.57231,1.50852,1.533
-1.30107,-1.36874,1.57381,1.50852,1.534
-1.2995,-1.36874,1.5753,1.50852,1.535
-1.29792,-1.36874,1.57677,1.50852,1.536
-1.29635,-1.36874,1.57822,1.50852,1.537
-1.29477,-1.36874,1.57966,1.50852,1.538
-1.29319,-1.36874,1.58109,1.50852,1.539
-1.29161,-1.36874,1.5825,1.50852,1.54
-1.29002,-1.36874,1.58389,1.50852,1.541
-1.28844,-1.36874,1.58527,1.50852,1.542
-1.28685,-1.36874,1.58663,1.50852,1.543
-1.28526,-1.36874,1.58798,1.50852,1.544
-1.28368,-1.36874,1.58931,1.50852,1.545
-1.28209,-1.36874,1.59063,1.50852,1.546
-1.28049,-1.35806,1.59194,1.47226,1.547
-1.2789,-1.34116,1.59322,1.40982,1.548
-1.27731,-1.34116,1.5945,1.40982,1.549
-1.27571,-1.34116,1.59576,1.40982,1.55
-1.27412,-1.34116,1.597,1.40982,1.551
-1.27252,-1.34116,1.59823,1.40982,1.552
-1.27092,-1.34116,1.59945,1.40982,1.553
-1.26932,-1.34116,1.60065,1.40982,1.554
-1.26772,-1.34116,1.60183,1.40982,1.555
-1.26612,-1.34116,1.603,1.40982,1.556
-1.26451,-1.34116,1.60416,1.40982,1.557
-1.26291,-1.34116,1.6053,1.40982,1.558
-1.2613,-1.34116,1.60643,1.40982,1.559
-1.2597,-1.34116,1.60754,1.40982,1.56
-1.25809,-1.34116,1.60864,1.40982,1.561
-1.25648,-1.34116,1.60973,1.40982,1.562
-1.25487,-1.34116,1.6108,1.40982,1.563
-1.25326,-1.34116,1.61185,1.40982,1.564
-1.25164,-1.34116,1.6129,1.40982,1.565
-1.25003,-1.34116,1.61392,1.40982,1.566
-1.24842,-1.31368,1.61494,1.55115,1.567
-1.2468,-1.31368,1.61594,1.55115,1.568
-1.24518,-1.31368,1.61692,1.55115,1.569
-1.24357,-1.31368,1.6179,1.55115,1.57
-1.24195,-1.31368,1.61886,1.55115,1.571
-1.24033,-1.31368,1.6198,1.55115,1.572
-1.23871,-1.31368,1.62073,1.55115,1.573
-1.23709,-1.31368,1.62165,1.55115,1.574
-1.23547,-1.31368,1.62255,1.55115,1.575
-1.23384,-1.27203,1.62344,1.44953,1.576
-1.23222,-1.27203,1.62432,1.44953,1.577
-1.23059,-1.27203,1.62518,1.44953,1.578
-1.22897,-1.27203,1.62603,1.44953,1.579
-1.22734,-1.27203,1.62686,1.44953,1.58
-1.22571,-1.27203,1.62768,1.44953,1.581
-1.22409,-1.27203,1.62849,1.44953,1.582
-1.22246,-1.27203,1.62929,1.44953,1.583
-1.22083,-1.27203,1.63007,1.44953,1.584
-1.2192,-1.27203,1.63083,1.44953,1.585
-1.21757,-1.27203,1.63159,1.44953,1.586
-1.21593,-1.27203,1.63233,1.44953,1.587
-1.2143,-1.27203,1.63306,1.44953,1.588
-1.21267,-1.25043,1.63377,0.902679,1.589
-1.21103,-1.24954,1.63447,0.881839,1.59
-1.2094,-1.24954,1.63516,0.881839,1.591
-1.20776,-1.24954,1.63584,0.881839,1.592
-1.20613,-1.24954,1.6365,0.881839,1.593
-1.20449,-1.24954,1.63715,0.881839,1.594
-1.20285,-1.24954,1.63778,0.881839,1.595
-1.20122,-1.24954,1.63841,0.881839,1.596
-1.19958,-1.24954,1.63902,0.881839,1.597
-1.19794,-1.24954,1.63961,0.881839,1.598
-1.1963,-1.24954,1.6402,0.881839,1.599
-1.19466,-1.24353,1.64077,0.902742,1.6
-1.19302,-1.23216,1.64133,1.13076,1.601
-1.19137,-1.231,1.64187,1.15431,1.602
-1.18973,-1.231,1.64241,1.15431,1.603
-1.18809,-1.231,1.64293,1.15431,1.604
-1.18645,-1.231,1.64343,1.15431,1.605
-1.1848,-1.231,1.64393,1.15431,1.606
-1.18316,-1.231,1.64441,1.15431,1.607
-1.18151,-1.231,1.64488,1.15431,1.608
-1.17987,-1.231,1.64533,1.15431,1.609
-1.17822,-1.231,1.64578,1.15431,1.61
-1.17658,-1.231,1.64621,1.15431,1.611
-1.17493,-1.231,1.64663,1.15431,1.612
-1.17328,-1.231,1.64704,1.15431,1.613
-1.17164,-1.231,1.64743,1.15431,1.614
-1.16999,-1.231,1.64781,1.15431,1.615
-1.16834,-1.231,1.64818,1.15431,1.616
-1.16669,-1.231,1.64854,1.15431,1.617
-1.16504,-1.21197,1.64888,0.988781,1.618
-1.16339,-1.21098,1.64921,0.991047,1.619
-1.16175,-1.21098,1.64953,0.991047,1.62
-1.1601,-1.21098,1.64984,0.991047,1.621
-1.15845,-1.21098,1.65013,0.991047,1.622
-1.1568,-1.21098,1.65042,0.991047,1.623
-1.15514,-1.21098,1.65069,0.991047,1.624
-1.15349,-1.21098,1.65095,0.991047,1.625
-1.15184,-1.21098,1.65119,0.991047,1.626
-1.15019,-1.21098,1.65143,0.991047,1.627
-1.14854,-1.21098,1.65165,0.991047,1.628
-1.14689,-1.21098,1.65186,0.991047,1.629
-1.14524,-1.21098,1.65206,0.991047,1.63
-1.14358,-1.21098,1.65224,0.991047,1.631
-1.14193,-1.21098,1.65242,0.991047,1.632
-1.14028,-1.21098,1.65258,0.991047,1.633
-1.13863,-1.21098,1.65273,0.991047,1.634
-1.13697,-1.21098,1.65286,0.991047,1.635
-1.13532,-1.19306,1.65299,1.08496,1.636
-1.13367,-1.19195,1.6531,1.10993,1.637
-1.13201,-1.19195,1.65321,1.10993,1.638
-1.13036,-1.19195,1.6533,1.10993,1.639
-1.12871,-1.19195,1.65337,1.10993,1.64
-1.12705,-1.19195,1.65344,1.10993,1.641
-1.1254,-1.19195,1.65349,1.10993,1.642
-1.12375,-1.19195,1.65354,1.10993,1.643
-1.12209,-1.19195,1.65357,1.10993,1.644
-1.12044,-1.19195,1.65359,1.10993,1.645
-1.11879,-1.19195,1.65359,1.10993,1.646
-1.11713,-1.19195,1.65359,1.10993,1.647
-1.11548,-1.19195,1.65357,1.10993,1.648
-1.11383,-1.19195,1.65355,1.10993,1.649
-1.11217,-1.19195,1.65351,1.10993,1.65
-1.11052,-1.19195,1.65346,1.10993,1.651
-1.10887,-1.19195,1.65339,1.10993,1.652
-1.10721,-1.19195,1.65332,1.10993,1.653
-1.10556,-1.19195,1.65323,1.10993,1.654
-1.10391,-1.19195,1.65314,1.10993,1.655
-1.10225,-1.16944,1.65303,1.44306,1.656
-1.1006,-1.16796,1.65291,1.48093,1.657
-1.09895,-1.16796,1.65278,1.48093,1.658
-1.09729,-1.16796,1.65263,1.48093,1.659
-1.09564,-1.16796,1.65248,1.48093,1.66
-1.09399,-1.16796,1.65231,1.48093,1.661
-1.09234,-1.16796,1.65213,1.48093,1.662
-1.09069,-1.16796,1.65194,1.48093,1.663
-1.08903,-1.16796,1.65174,1.48093,1.664
-1.08738,-1.16796,1.65153,1.48093,1.665
-1.08573,-1.16796,1.65131,1.48093,1.666
-1.08408,-1.16796,1.65107,1.48093,1.667
-1.08243,-1.16796,1.65083,1.48093,1.668
-1.08078,-1.16796,1.65057,1.48093,1.669
-1.07913,-1.16796,1.6503,1.48093,1.67
-1.07748,-1.16796,1.65002,1.48093,1.671
-1.07583,-1.16796,1.64973,1.48093,1.672
-1.07418,-1.16796,1.64943,1.48093,1.673
-1.07253,-1.14239,1.64912,1.38111,1.674
-1.07088,-1.141,1.64879,1.39467,1.675
-1.06923,-1.141,1.64846,1.39467,1.676
-1.06758,-1.141,1.64811,1.39467,1.677
-1.06593,-1.141,1.64775,1.39467,1.678
-1.06429,-1.141,1.64738,1.39467,1.679
-1.06264,-1.141,1.647,1.39467,1.68
-1.06099,-1.141,1.64661,1.39467,1.681
-1.05935,-1.141,1.64621,1.39467,1.682
-1.0577,-1.141,1.64579,1.39467,1.683
-1.05605,-1.141,1.64537,1.39467,1.684
-1.05441,-1.141,1.64493,1.39467,1.685
-1.05277,-1.141,1.64448,1.39467,1.686
-1.05112,-1.141,1.64403,1.39467,1.687
-1.04948,-1.141,1.64356,1.39467,1.688
